created_at,full_text
Sun Jun 08 19:38:12 +0000 2025,"Elon Musk’s biggest contribution to free speech  “Literally within a few days, maybe even the same day of it being announced that he was buying it, I had put out a clip on my channel where I said: Of all things that Elon Musk has ever done or will ever do, none will ever count as… https://t.co/4Mg1eoeuYD"
Sun Jun 08 19:28:51 +0000 2025,https://t.co/0Otw2eis1m
Sun Jun 08 19:19:55 +0000 2025,Elon Musk's car is orbiting Earth and Mars. Let that sink in!   https://t.co/4KH67wL5zZ
Sun Jun 08 19:19:35 +0000 2025,"More unused phone lines!  @USGSA saved ~$800k/year by eliminating ~1,700 unused plans, switching plans for many of the remaining ones, and eliminating 2,218 unused cellular equipment payments.  @SBA reduced its VOIP licenses from 9,195 to 2,690, eliminating 6,505…"
Sun Jun 08 19:16:04 +0000 2025,"Starlink enables high-speed internet on the go, even in the most remote areas 🛰️🚗"
Sun Jun 08 17:57:45 +0000 2025,That was an eye-opener indeed
Sun Jun 08 17:23:36 +0000 2025,"𝕏 CRUSHES IT: #1 NEWS APP GLOBALLY  𝕏 is owning the news game - no one’s even close!  The global scoop:  •⁠  ⁠Top Spot: #1 news app in 140+ countries - sorry, CNN  •⁠  ⁠Massive Reach: 600M monthly users can’t get enough - unmatched vibes  •⁠  ⁠Media Who: No platform… https://t.co/ge0xn39xhD"
Sun Jun 08 17:19:30 +0000 2025,The Ax-4 crew and SpaceX teams completed a full rehearsal of launch day activities ahead of liftoff on Tuesday https://t.co/MEhuTdeuDf
Sun Jun 08 17:18:04 +0000 2025,Republicans Announce Plan To Keep Doing Opposite Of What Everyone Voted For Them To Do https://t.co/F8Y8E316ey https://t.co/ORICFIAs5j
Sun Jun 08 08:23:52 +0000 2025,🚨BREAKING: $TSLA OVERTAKES BYD IN 🇪🇺EUROPEAN MAY SALES https://t.co/U1ftVs1Uov
Sun Jun 08 08:21:52 +0000 2025,"Cathie Wood says if she could only pick one stock to invest in, she would choose $TSLA.   “It is a convergence of our three major platforms, Robots, Energy Storage, AI. It’s not stopping with Robotaxis, there’s a story beyond that with Humanoid Robots, and our $2600 PT (2030) has… https://t.co/PBr2hDj7ZL"
Sun Jun 08 08:21:08 +0000 2025,"Gad Saad: Elon Musk is a very, very humble guy.  “I found Elon to be incredibly engaging and very, very humble. Zero ego. We sat for four hours completely locked in, sometimes discussing some very personal, intimate things, sometimes discussing how to maintain human consciousness… https://t.co/8Ncsl9ufC6"
Sun Jun 08 08:10:46 +0000 2025,"🚨 Cathie Wood on Elon Musk:  ""I think he's the Thomas Edison of our age. I think he's a very good person. He wants to do the right thing, if I had to say one thing, he wants to do the right thing, to transform the lot of most of humanity."" https://t.co/bnQajOIYzx"
Sun Jun 08 07:57:07 +0000 2025,For humanity https://t.co/xtH9N0tnCA
Sun Jun 08 07:48:59 +0000 2025,Starlink providing reliable connectivity in the Brazilian Amazon 🛰️❤️
Sun Jun 08 07:47:26 +0000 2025,Walter Isaacson: Elon Musk isn't motivated by money or power. He deeply cares about humanity. https://t.co/07WxwtMXuh
Sun Jun 08 07:45:27 +0000 2025,"I am still struggling with the implications of Optimus watching it on YouTube, learning how to do it with RL in simulation and nailing it zero-shot. This is the most important AI breakthrough of the year, I’d say. Implications go well beyond humanoid robots."
Sun Jun 08 04:18:30 +0000 2025,"Falcon 9 and Dragon vertical at pad 39A in Florida. Targeting Tuesday, June 10 for launch of Ax-4 → https://t.co/LU1wyD7X9s https://t.co/Y0FEDYkjfe"
Sun Jun 08 01:38:25 +0000 2025,"“One day, we will indeed occupy Mars!”  — Elon Musk https://t.co/tAFRvGwjo2"
Sun Jun 08 01:33:26 +0000 2025,"🧵 1/ Until the 1930s, state and local governments outspent the federal government—combined. In 1900, states and localities handled most public services, from schools to roads. Federal spending was a measly 2.7% of GDP, while state and local was higher. https://t.co/YnNp6r8s8D"
Sat Jun 07 23:17:22 +0000 2025,"Simone Biles made her name in WOMEN’S gymnastics. A sex-protected category.   Now she’s attacking @Riley_Gaines_ for defending the exact same principle in softball.  If biological men had been allowed in your sport, @Simone_Biles , you’d be an anonymous footnote. https://t.co/A9KfK1eeBX"
Sat Jun 07 19:04:20 +0000 2025,Most entertaining outcome is most likely
Sat Jun 07 19:02:19 +0000 2025,"Type III: A civilization that commands the energy resources of an entire galaxy, harnessing energy from billions of stars and other galactic phenomena. This would involve technologies far beyond current human comprehension, like manipulating black holes or extracting energy from…"
Sat Jun 07 17:52:31 +0000 2025,Starship https://t.co/Irz88uy8Nq
Sat Jun 07 17:50:55 +0000 2025,Falcon 9 and Dragon rolled out to pad 39A in Florida earlier today ahead of Tuesday’s launch of @Axiom_Space’s Ax-4 mission to the @Space_Station https://t.co/IenCNUSYFQ
Sat Jun 07 08:50:41 +0000 2025,"Milei reduced government spending 30% and achieved a surplus in only 1 month.  His popularity didn't fall, it rose.   Don't tell me fiscal discipline isn't popular with general public.  It's just unpopular to the powerful special interests that control DC. https://t.co/VHFDFCelCA"
Sat Jun 07 08:11:30 +0000 2025,Starlink Mini is compact and connects to high-speed internet in minutes 🛰️🍌
Sat Jun 07 07:27:10 +0000 2025,Falcon 9’s first stage has landed on the A Shortfall of Gravitas droneship https://t.co/dvviypifu5
Sat Jun 07 07:16:54 +0000 2025,🎯
Sat Jun 07 00:34:31 +0000 2025,"🚨🇺🇸 THE AMERICA PARTY: ELON'S VISION TO DISMANTLE THE ESTABLISHMENT  When 5.6 million people tell you they're politically homeless, perhaps it's time to bulldoze the entire neighborhood.   Elon's proposed ""America Party"" resonated with 80.4% of respondents who are tired of the… https://t.co/KxxnRdnSUU"
Sat Jun 07 00:31:29 +0000 2025,Alarming
Fri Jun 06 23:06:10 +0000 2025,"🚨 𝕏 is now the #1 app in News &amp; Magazines in Germany 🇩🇪  People are done with filtered headlines. They want raw truth, real-time updates, and open debate.  This is just the beginning.  https://t.co/dyEUyFFurM"
Fri Jun 06 22:48:01 +0000 2025,BREAKING: 𝕏 is back at #1.  Top spot in the News category on the U.S. App Store — and in Free apps too.  https://t.co/FmgGwzv8y8
Fri Jun 06 22:42:30 +0000 2025,Solar power is so obviously the future for anyone who can do elementary math
Fri Jun 06 22:39:55 +0000 2025,Hmm
Fri Jun 06 22:30:39 +0000 2025,Flight 10 Super Heavy Booster
Fri Jun 06 22:30:09 +0000 2025,"Rep. Roy: ""The truth is, our whole budget has grown from about 3.6 trillion a decade ago to 7.2 trillion.   Now it's doubled and everybody wants to applaud themselves for $160 billion of reductions and increases? I'm sorry, I don't think that's good enough."" https://t.co/Co2qmJHOT4"
Fri Jun 06 22:16:18 +0000 2025,The America Party
Fri Jun 06 22:08:46 +0000 2025,The people have spoken. A new political party is needed in America to represent the 80% in the middle!  And exactly 80% of people agree 😂  This is fate.
Fri Jun 06 21:17:22 +0000 2025,😇
Fri Jun 06 21:10:55 +0000 2025,Congress is bankrupting America
Fri Jun 06 19:05:40 +0000 2025,"Stock performance over 15 years:  Tesla: +18,800% BYD: +548% Tata Motors: +370% Subaru: +345% Toyota: +314% Volvo: +215% Kia: +177% BMW: +100% Honda: +49% Hyundai: +42% Mercedes-Benz: +41% Renault: +40% GM: +39% Volkswagen: +30% Porsche: +26% Ford: -11% Mazda: -27% Nissan: -45%"
Fri Jun 06 19:00:42 +0000 2025,BREAKING: 𝕏 is now the #1 news app on the AppStore in Saudi Arabia.  https://t.co/J2bIQjeDvY
Fri Jun 06 18:51:06 +0000 2025,SpaceX just conducted a static fire of Booster 16 ahead of Starship Flight 10 https://t.co/nvXtqFUicF
Fri Jun 06 18:00:33 +0000 2025,"Record-Low Births Shake Japan  Japan recorded fewer than 700,000 births in 2024 for the first time since records began in 1899, with 686,061 babies born—a drop of over 41,000 from 2023 and the ninth straight year of decline.  The fertility rate fell to a record low of 1.15, while… https://t.co/YFoZVhZBaf"
Fri Jun 06 17:45:24 +0000 2025,Great work by @usedgov and @DOGE taking action on long-running fraud in federal student aid estimated to cost taxpayers &gt; $1B/year and contributed to shortfalls in education funding available to low income students.   The Dept. Of Education disburses $120 billion in student aid…
Fri Jun 06 17:27:15 +0000 2025,"Starship at Cape Canaveral: “SpaceX would launch Starship-Super Heavy from SLC-37 up to 76 times per year. This would also include 76 Starship static-fire tests, 76 Super Heavy static-fire tests, 76 Super Heavy landings, and 76 Starship landings. Approximately half of the… https://t.co/aK3MqY76Cx"
Fri Jun 06 17:08:14 +0000 2025,Just leaving this here as a reminder https://t.co/qZnZdK1xkY
Fri Jun 06 17:01:04 +0000 2025,Starlink now in Dominica!
Fri Jun 06 14:52:58 +0000 2025,Congratulations Tesla Giga Berlin team!!
Fri Jun 06 07:54:53 +0000 2025,This is why Republicans will likely lose the House in 2026 and then Democrats will spend two years investigating and impeaching President Trump.  Trump and the Republicans in Congress need to deliver. We want budget cuts. We want agencies shut down. We don't want big govt.
Fri Jun 06 07:29:29 +0000 2025,It’s a borrowing limit.  It’s not a function / it’s a rule violated by a weak Congress regularly…
Fri Jun 06 07:10:05 +0000 2025,"Jesse Watters: “The media said that Musk was the co-president… The media said Trump was doing favors for Elon Musk. Well, if you look at this big, beautiful bill, there’s no favors for Elon Musk in it at all”   https://t.co/9Py3TM5Zkl"
Fri Jun 06 07:07:30 +0000 2025,"""The Federal Government today pays more in interest on the debt than we do in budget for the Department of Defense. We pay $1.2B a year in JUST interest on debt. Total government spending is about $7T. Interest payments are $1.2T. DOD is $800B a year. Total debt is $35T and it… https://t.co/fPg3Xo5dkZ"
Fri Jun 06 07:00:08 +0000 2025,"During the Los Angeles wildfires in January 2025, Starlink, SpaceX’s satellite internet service, played a significant role in maintaining communication in areas where traditional infrastructure was disrupted. https://t.co/0VVfLdJEbA"
Fri Jun 06 03:46:44 +0000 2025,SpaceX’s @Starlink is giving one month of free service to new and existing users in wildfire-affected areas of Canada 🇨🇦 https://t.co/1ai9HXy9iJ
Fri Jun 06 02:09:46 +0000 2025,"Check out these Starlink Minis on taxis in Zimbabwe  Connectivity isn't something we usually think about too much in Europe or the US, but Starlink is crucial for things like this in places like Zimbabwe https://t.co/qnLLhUUJfC"
Fri Jun 06 02:08:57 +0000 2025,What an amazing video from Vast.   I cannot wait to see this become reality!  https://t.co/ZT12QheFQR
Fri Jun 06 01:48:30 +0000 2025,😂🎯
Fri Jun 06 01:29:04 +0000 2025,🇺🇸🇺🇸🇺🇸🇺🇸 Team America 🇺🇸 🇺🇸 🇺🇸🇺🇸
Fri Jun 06 01:21:13 +0000 2025,"If America goes broke, nothing else matters"
Fri Jun 06 01:16:56 +0000 2025,😂
Fri Jun 06 00:56:02 +0000 2025,"I’d vote for it if we got real spending cuts. But this bill is the largest debt increase in U.S. history—$5T.   That’s like giving your 16-year-old a credit card, watching them rack up $2K on booze and gambling, then raising their limit to $10K. Irresponsible. https://t.co/ZLbBV9bIeJ"
Fri Jun 06 00:26:34 +0000 2025,"In response to the Canadian wildfires, Starlink is providing one month of free service to existing and new customers in the impacted areas → https://t.co/aNbKdrbd1T https://t.co/Vsqx5Iji38"
Thu Jun 05 22:06:43 +0000 2025,"Elon’s stance is principled.  Trump’s stance is practical.  Tech needs Republicans for the present.  Republicans need Tech for the future.  Drop the tax cuts, cut some pork, get the bill through."
Thu Jun 05 20:24:00 +0000 2025,https://t.co/cUx5Smlvk5
Thu Jun 05 20:14:04 +0000 2025,🤨
Thu Jun 05 20:11:33 +0000 2025,💯😂
Thu Jun 05 20:05:23 +0000 2025,🤨
Thu Jun 05 18:49:49 +0000 2025,"This just gets better and better 🤣🤣  Go ahead, make my day …"
Thu Jun 05 18:45:55 +0000 2025,"What Elon Musk is doing is genuinely heroic.  He will win no friends in politics and will be ostracised by the current administration. But he is totally right.   We (the entire Western world) simply cannot go on pretending our way of life is sustainable.  Historically, countries…"
Thu Jun 05 18:45:41 +0000 2025,This is what he said about Jared
Thu Jun 05 18:37:15 +0000 2025,Who is right?
Thu Jun 05 18:36:26 +0000 2025,Congress is spending America into bankruptcy!
Thu Jun 05 18:35:09 +0000 2025,I super agree with this guy 👇
Thu Jun 05 18:27:15 +0000 2025,“Balanced budget or bust!” - @LeaderJohnThune  https://t.co/jo5DEbjtyT
Thu Jun 05 18:25:41 +0000 2025,Where is the John Thune of 2020??
Thu Jun 05 18:23:34 +0000 2025,Not even those in Congress who had to vote on the Big Ugly Spending Bill had time to read it!
Thu Jun 05 18:21:16 +0000 2025,Where is the Mike Johnson of 2023!?
Thu Jun 05 18:12:56 +0000 2025,"Tesla Dojo AI training computer making progress. We start bringing Dojo 2 online later this year.   It takes three major iterations for a new technology to be great. Dojo 2 is good, but Dojo 3 will be great."
Thu Jun 05 18:10:02 +0000 2025,This is me in 2021!
Thu Jun 05 18:08:56 +0000 2025,@elonmusk 🤣 https://t.co/sIl8CXx6tt
Thu Jun 05 17:57:25 +0000 2025,Is it time to create a new political party in America that actually represents the 80% in the middle?
Thu Jun 05 17:48:10 +0000 2025,Kill Bill
Thu Jun 05 17:47:11 +0000 2025,"NEWS: Tesla became the top-selling imported car brand in South Korea for the first time since entering the market thanks to the new Model Y.  According to May 2025 data, Tesla sold 6,570 vehicles, surpassing Mercedes (6,415) and BMW (6,405). https://t.co/G7OtS8KcVF"
Thu Jun 05 17:45:26 +0000 2025,Exactly
Thu Jun 05 17:45:06 +0000 2025,"Dragon arrives at the hangar at pad 39A in Florida ahead of its first flight. Falcon 9 is targeted to launch Dragon and @Axiom_Space’s Ax-4 crew to the @Space_Station next Tuesday, June 10 https://t.co/grW77raeD0"
Thu Jun 05 17:44:22 +0000 2025,The Big Ugly Bill will INCREASE the deficit to $2.5 trillion!
Thu Jun 05 17:42:57 +0000 2025,He’s not wrong… https://t.co/UkdzB43zIq
Thu Jun 05 17:42:41 +0000 2025,"Keep the EV/solar incentives cuts in the bill, also cut all the crazy spending increases in the Big Ugly Bill so that America doesn’t go bankrupt!"
Thu Jun 05 17:39:59 +0000 2025,"And the big, ugly spending bill will make things much worse"
Thu Jun 05 17:39:09 +0000 2025,I have been very consistent. Just stating facts.
Thu Jun 05 17:38:33 +0000 2025,Remember this? @realDonaldTrump
Thu Jun 05 17:37:47 +0000 2025,I fully agree with Elon. I simply hope this doesn't create long term damage between Elon and Trump. https://t.co/JBqXewBCF1
Thu Jun 05 17:34:17 +0000 2025,💯
Thu Jun 05 17:33:58 +0000 2025,"What a waste of time by our President.   Rather than making this about Elon, he should simply make clear:  1. The conditions under which this bill will reduce the deficit.  2. How he will create those conditions.  He was elected to lead, not fight with citizens."
Thu Jun 05 17:31:54 +0000 2025,Exactly
Thu Jun 05 17:29:44 +0000 2025,💯
Thu Jun 05 16:44:32 +0000 2025,Where is this guy today??
Thu Jun 05 16:26:55 +0000 2025,Elon continues to mount the high school pressure campaign 😂 https://t.co/FEwdnXGreq
Thu Jun 05 16:26:00 +0000 2025,🇺🇸
Thu Jun 05 16:25:37 +0000 2025,"False, this bill was never shown to me even once and was passed in the dead of night so fast that almost no one in Congress could even read it!"
Thu Jun 05 16:21:50 +0000 2025,🚨 BREAKING: U.S. inches toward $37 trillion national debt. https://t.co/CTcbKwSbeC
Thu Jun 05 16:19:36 +0000 2025,"Whatever.   Keep the EV/solar incentive cuts in the bill, even though no oil &amp; gas subsidies are touched (very unfair!!), but ditch the MOUNTAIN of DISGUSTING PORK in the bill.   In the entire history of civilization, there has never been legislation that both big and beautiful.…"
Thu Jun 05 16:11:30 +0000 2025,Sensible move by President @realDonaldTrump
Thu Jun 05 16:10:14 +0000 2025,Slim Beautiful Bill for the win 🥇
Thu Jun 05 15:46:28 +0000 2025,I couldn’t agree more! 🇺🇸🇺🇸
Thu Jun 05 15:32:30 +0000 2025,"Kennedy: Musk is frustrated. I think he believes in my judgment correctly, that we're quickly becoming debt slaves—that congress needs to rearm the magical healing power of no, and I agree with it. Having said that, I'm not ready to throw in the towel on this bill. https://t.co/OpY5Zrrlvu"
Thu Jun 05 15:28:16 +0000 2025,4 Essential Functions of Government according to Milton Friedman:  1) Defense from foreign enemies. 2) Protect the individual citizen from abuse/coercion by other citizens. 3) Define the rules. 4) Judicial System:  Mechanism for adjudicating disputes around the meaning of rules. https://t.co/4SNrFnpqOm
Thu Jun 05 15:20:16 +0000 2025,Wise words
Thu Jun 05 15:14:57 +0000 2025,Elon Musk “My initial interest in electric cars and solar was not environmentally driven. It was rather from the standpoint that we must have a long-term solution for the production of energy” https://t.co/uS7ejjoHBO
Thu Jun 05 14:52:30 +0000 2025,Yes
Thu Jun 05 14:49:52 +0000 2025,BREAKING: 𝕏 is now the #1 news app on the AppStore in Japan. 🇯🇵   https://t.co/tUJpNJKaW0
Thu Jun 05 14:46:33 +0000 2025,"Community Notes show when they’re found helpful by people who normally disagree. What if we could do the same for posts, recognizing posts that are liked by people who normally disagree? We’ve heard requests for this for years since launching Community Notes, and we’re starting a… https://t.co/ITRgWIJ2vE"
Thu Jun 05 14:41:36 +0000 2025,That’s what it comes down to
Thu Jun 05 14:39:58 +0000 2025,Great work turning a lengthy paperwork retirement process into a simple digital one!
Thu Jun 05 14:37:53 +0000 2025,Congress Warns Failure To Pass Spending Bill Might Delay Destruction Of The Country https://t.co/3BOMMbEf9v https://t.co/mf2Ecv9pvF
Thu Jun 05 04:01:56 +0000 2025,Elon Musk: America is going bankrupt extremely quickly and everyone seems to be whistling past the graveyard.  “The Defense Department budget is a very big budget. It's a trillion dollars a year. And interest payments on the national debt just exceeded the Defense Department… https://t.co/yBbFqcrRqi
Thu Jun 05 03:59:51 +0000 2025,https://t.co/GkqgSNfM9J
Thu Jun 05 03:56:59 +0000 2025,"Elon Musk: We should not take American prosperity for granted. We have to reduce the size of government, reduce the spending, and live within our means. https://t.co/4UtGj1JJzV"
Thu Jun 05 03:29:17 +0000 2025,"The @Starlink Mini was so great to have for our family in Yellowstone yesterday.  There’s no cell service, yet we had perfect WiFi the entire 2+ hour drive each way which allowed 3 members of my family to do zoom calls and work while we drove there.  Road trip necessity. @SpaceX https://t.co/KZfPsr7aNX"
Thu Jun 05 03:28:29 +0000 2025,Exactly
Thu Jun 05 03:28:06 +0000 2025,BOOM 💥 ALL sitting members of congress will be terminated if the budget is not balanced  Senator Mike Lee “I’m drafting a constitutional amendment to oust every member of Congress whenever inflation exceeds 3%  It’s better to disqualify politicians than for an entire nation to…
Thu Jun 05 03:27:07 +0000 2025,🚨 #BREAKING: Sen. Mike Lee just announced he is drafting the amendment which would deem members of Congress INELIGIBLE for re-election if the deficit is more than 3% GDP  @ElonMusk just endorsed this earlier today.  LFG @BasedMikeLee! PUT MEMBERS ON RECORD! 🔥 https://t.co/ZWRWjvWwzL
Thu Jun 05 02:48:17 +0000 2025,@AutismCapital It more than defeats all the cost savings achieved by the @DOGE team at great personal cost and risk
Thu Jun 05 02:47:48 +0000 2025,"@thatsKAIZEN Elon &amp; the @doge team faced great personal cost to find much more aggressive savings than congress has priced into this bill ($300b+)  It's an absolute travesty that Congress (especially republicans, who were so happy to get Elon's support in November) are not codifying these…"
Thu Jun 05 02:47:04 +0000 2025,They’re calling it the “Big Beautiful Bill.” It’s not. It’s a multi-trillion debt bomb tied to a tax cut. It's gonna make you a slave.  Rand Paul wants a clean vote. He’s right. Elon called it “Debt Slavery.” Also right.  The 2017 tax cuts worked. Making them permanent makes…
Thu Jun 05 02:44:19 +0000 2025,1. Politicians make bill so long no one can read it  2. Politicians vote for bill and don’t read it  3. Politicians promise outcomes from bill they haven’t read  4. Bill does not produce outcomes  5. Politicians run for re-election promising to make more bills they won’t read
Thu Jun 05 02:41:59 +0000 2025,"Elon Musk opposing the “Big Beautiful Bill” shouldn’t be a shock to anyone. He literally sat next to Donald Trump and explained we need to cut spending, not pass more spending  Elon Musk explains how to end inflation and drop interest payments forever  “Provided the economy grows… https://t.co/iZbqLxBNHy"
Thu Jun 05 02:39:44 +0000 2025,💯 https://t.co/L6aCSjBqiB
Thu Jun 05 02:35:51 +0000 2025,🚨 BREAKING: @Starlink has almost 6M subscribers now across 136 countries. https://t.co/6hT5obqjqa
Thu Jun 05 02:31:20 +0000 2025,Exactly
Thu Jun 05 02:30:41 +0000 2025,Falcon 9 delivers 27 @Starlink satellites to orbit from California https://t.co/JAqwZxQI0J
Thu Jun 05 02:30:21 +0000 2025,🇺🇸
Thu Jun 05 02:28:02 +0000 2025,"🇺🇸 CONSERVATIVES: ELON’S RIGHT, TRUMP’S WRONG  A flood of Fox News commenters are siding with Elon’s call for strict budget cuts and slamming Trump for failing to deliver.  Many accuse Trump of governing like a Democrat when it comes to debt, blasting his record as fiscally… https://t.co/fg0Apt7gg2"
Thu Jun 05 02:12:13 +0000 2025,"🚨🇺🇸 THE $5 TRILLION LIE: WHY RAND AND ELON ARE RIGHT ABOUT THE 'DEBT SLAVERY BILL'  They're calling it the ""Big Beautiful Bill.""   Rand Paul and Elon see it for what it is: fiscal suicide wrapped in a tax cut bow.  Paul's right to demand separate votes on tax cuts and the $5… https://t.co/QeCpQRSdJz"
Thu Jun 05 02:10:17 +0000 2025,Pretty much sums it up https://t.co/QBCsAjAy6q
Thu Jun 05 02:09:52 +0000 2025,Happy 15th Birthday Falcon 9!!!💕💕💕
Thu Jun 05 01:18:25 +0000 2025,🇺🇸🇺🇸
Thu Jun 05 01:16:52 +0000 2025,Thomas massie was right. https://t.co/5tuwgmKxF3
Thu Jun 05 01:13:10 +0000 2025,"Support DOGE, get them to codify all of it.  Vote out the anti-American corrupt politicians. https://t.co/z7cl3tgL3C"
Thu Jun 05 01:11:33 +0000 2025,🎯
Thu Jun 05 01:02:14 +0000 2025,Would you support a constitutional amendment rendering all members of Congress ineligible for re-election whenever the federal deficit exceeds 3% of GDP?
Thu Jun 05 00:27:46 +0000 2025,https://t.co/dj9qdbpsnJ
Thu Jun 05 00:26:43 +0000 2025,🎯
Thu Jun 05 00:24:49 +0000 2025,It’s not the Right vs Left.  It’s the Establishment vs Americans.
Thu Jun 05 00:24:32 +0000 2025,“Inflation is the most destructive disease known to modern societies.”  — Milton Friedman   https://t.co/s764CU973U
Thu Jun 05 00:24:18 +0000 2025,♥️🇺🇸
Wed Jun 04 22:31:10 +0000 2025,$3.7 Trillion.  That's how much our traders forecast the reconciliation bill will cost. https://t.co/QAAscrYBXZ
Wed Jun 04 22:31:06 +0000 2025,Insane
Wed Jun 04 22:29:51 +0000 2025,Absolutely
Wed Jun 04 22:28:20 +0000 2025,X filed a lawsuit in U.S. federal court against eight individuals for attempting to abuse X’s Creator Revenue Sharing Program by posting inauthentic content and faking engagement metrics to unfairly increase their earnings. These individuals also sold and used automation tools to…
Wed Jun 04 22:27:28 +0000 2025,This spending bill contains the largest increase in the debt ceiling in US history!  It is the Debt Slavery Bill.
Wed Jun 04 19:06:55 +0000 2025,Stay connected in even the most rural and remote environments with Starlink 🛰️🛻
Wed Jun 04 18:58:41 +0000 2025,https://t.co/b15EQ9l0nD
Wed Jun 04 18:57:44 +0000 2025,🤨
Wed Jun 04 18:50:59 +0000 2025,"Call your Senator,  Call your Congressman,  Bankrupting America is NOT ok!  KILL the BILL"
Wed Jun 04 18:06:40 +0000 2025,Flatten the curve
Wed Jun 04 18:03:22 +0000 2025,77 million Americans voted for DOGE cuts NOT Washington's wasteful spending.
Wed Jun 04 18:03:08 +0000 2025,Elon Musk on reusable heat shields and Mars reentry:  — No one has created a truly reusable orbital heat shield before — Reentry involves extreme heat and pressure — very hard to withstand — Only advanced ceramics and carbon-based materials can survive it — SpaceX aims to make… https://t.co/QaafdoODdf
Wed Jun 04 18:02:39 +0000 2025,Debt under Democrats: 📈 ⬆️  Debt under Republicans: 📈 ⬆️   Neither of the major parties has been successful so far in addressing this issue. https://t.co/C4iSncys6u
Wed Jun 04 18:02:06 +0000 2025,BREAKING: Elon Musk endorses proposal to bar all sitting members of Congress from reelection if the deficit exceeds 3% of U.S. GDP.
Wed Jun 04 18:00:00 +0000 2025,"Here's Walter Isaacson explaining why it's absurd to think it wasn't Elon Musk who founded Tesla.  “They say it wasn't Musk who did Tesla, it was Martin Eberhard or Marc Tarpenning. No, no, no. They were people who had helped create the shells of companies and other things, and… https://t.co/VRzQpsjMIz"
Wed Jun 04 17:57:30 +0000 2025,“I think a bill can be big or it could be beautiful. I don't know if it could be both.”  — Elon Musk https://t.co/X3tRwaftGR
Wed Jun 04 17:57:03 +0000 2025,A new spending bill should be drafted that doesn’t massively grow the deficit and increase the debt ceiling by 5 TRILLION DOLLARS
Wed Jun 04 17:52:29 +0000 2025,"Megyn Kelly: Elon Musk is the greatest free speech warrior in the modern world.  “Elon Musk has been so important to expanding the national debate. I know he takes a beating by some on the left because he sends out strange tweets sometimes, and so who cares?   This guy is the… https://t.co/1RThMKQetu"
Wed Jun 04 17:50:48 +0000 2025,America is in the fast lane to debt slavery
Wed Jun 04 17:50:16 +0000 2025,Yes
Wed Jun 04 17:48:43 +0000 2025,🇺🇸🇺🇸
Wed Jun 04 17:47:34 +0000 2025,💯
Wed Jun 04 17:47:12 +0000 2025,🚨 JUST IN: Elon Musk just ENDORSED a constitutional amendment which would make members of Congress INELIGIBLE for re-election if the deficit is more than 3% GDP  Lawmakers would shape up QUICKLY! 🔥 https://t.co/Bsuo0cXggT
Wed Jun 04 16:21:08 +0000 2025,"Former Chief Investigator at GAO: ""…the government is losing between $550B and about $750B a year. We're coming close to $1 TRILLION lost, every year, to fraud.""  Americans want their Country back.  https://t.co/F5K3LWnXUQ"
Wed Jun 04 16:19:47 +0000 2025,"Elon Musk: Your company is not going to exist if the ship of America sinks.  “A country is no different from a person. If a country overspends and doesn't spend wisely, just like a person, the country will go bankrupt.   The reason I'm here is because I'm very worried about… https://t.co/hTK3WowIaC"
Wed Jun 04 16:19:05 +0000 2025,💯  This is the way
Wed Jun 04 16:18:31 +0000 2025,"🚨NEW: Rep. Roy introduces legislation to MAKE DOGE PERMANENT by giving Congress permanent &amp; effective tools to go after waste, fraud, and abuse in our government in real time.  Rep. Roy: ""DOGE lifted up the hood of federal government spending and put on full display the massive… https://t.co/pfomdu2Tfx"
Wed Jun 04 16:07:55 +0000 2025,This is debt slavery for the American people
Wed Jun 04 06:28:13 +0000 2025,"Interest payments already consume 25% of all government revenue.   If the massive deficit spending continues, there will only be money for interest payments and nothing else! No social security, no medical, no defense … nothing."
Wed Jun 04 06:15:45 +0000 2025,"I’ve been pretty consistent in my time in the Senate: I oppose deficit spending—no matter which party is in charge. If we don’t get serious about reigning in the debt, the next generation will pay the price.    Fiscal responsibility isn’t a campaign slogan. It’s a duty which I… https://t.co/4l4FNK1PEB"
Wed Jun 04 06:14:17 +0000 2025,This immense level of overspending will drive America into debt slavery!
Wed Jun 04 06:12:14 +0000 2025,Posting again because it seems even more relevant now https://t.co/cyFazg8TH1
Wed Jun 04 06:10:57 +0000 2025,"If the electorate doesn't hold congress accountable to reducing the deficit, and start paying down the debt, Bitcoin is going to take over as reserve currency.  I love Bitcoin, but a strong America is also super important for the world. We need to get our finances under control."
Wed Jun 04 06:10:27 +0000 2025,https://t.co/bn6j58i7gi
Wed Jun 04 06:10:22 +0000 2025,"If an angel came down from heaven in a vehicle, it would be this https://t.co/LW6h8ewUdQ"
Wed Jun 04 06:07:55 +0000 2025,"The older @viasat is the best legacy WiFi, but @starlink is ~8X downstream, ~30x upstream, and 25x better latency. The latency is the biggest game changer.   Other airlines, @united was smart to be first. Supersonic and Starlink are both worth switching for. Speed matters! https://t.co/oo5uPPnMKT"
Wed Jun 04 06:05:05 +0000 2025,It's Rand Paul and Elon Musk vs. Donald Trump over the 'Big Beautiful Bill' https://t.co/S0GH7Fs2Q8
Tue Jun 03 23:24:40 +0000 2025,Mammoth spending bills are bankrupting America!  ENOUGH
Tue Jun 03 23:20:40 +0000 2025,400mbps low latency internet on a flight is a complete game changer.   Thanks @united @Starlink https://t.co/xxOwkZPasT
